Event(name=Tempo Class, time=0, value=mid, text=None)
Event(name=Note On, time=36300, value=61, text=C#4)
Event(name=Note Duration, time=36300, value=0.231, text=0.231)
Event(name=Position, time=36300, value=13/16, text=36300)
Event(name=Note Velocity, time=36300, value=111, text=111)
Event(name=Note On, time=36300, value=65, text=F4)
Event(name=Note Duration, time=36300, value=0.34, text=0.34)
Event(name=Position, time=36300, value=13/16, text=36300)
Event(name=Note Velocity, time=36300, value=111, text=111)
Event(name=Note On, time=36300, value=68, text=G#4)
Event(name=Note Duration, time=36300, value=0.565, text=0.565)
Event(name=Position, time=36420, value=15/16, text=36420)
Event(name=Note Velocity, time=36420, value=97, text=97)
Event(name=Note On, time=36420, value=61, text=C#4)
Event(name=Note Duration, time=36420, value=0.15, text=0.15)
Event(name=Bar, time=36540, value=36540, text=39)
Event(name=Position, time=36540, value=1/16, text=36540)
Event(name=Chord, time=36540, value=A#:min, text=A#:min)
Event(name=Position, time=36540, value=1/16, text=36540)
Event(name=Note Velocity, time=36540, value=112, text=112)
Event(name=Note On, time=36540, value=68, text=G#4)
Event(name=Note Duration, time=36540, value=0.342, text=0.342)
Event(name=Position, time=36540, value=1/16, text=36540)
Event(name=Note Velocity, time=36540, value=111, text=111)
Event(name=Note On, time=36540, value=58, text=A#3)
Event(name=Note Duration, time=36540, value=0.473, text=0.473)
Event(name=Position, time=36540, value=1/16, text=36540)
Event(name=Note Velocity, time=36540, value=111, text=111)
Event(name=Note On, time=36540, value=61, text=C#4)
Event(name=Note Duration, time=36540, value=0.504, text=0.504)
Event(name=Position, time=36540, value=1/16, text=36540)
Event(name=Note Velocity, time=36540, value=102, text=102)
Event(name=Note On, time=36540, value=46, text=A#2)
Event(name=Note Duration, time=36540, value=1.344, text=1.344)
Event(name=Position, time=36660, value=3/16, text=36660)
Event(name=Note Velocity, time=36660, value=115, text=115)
Event(name=Note On, time=36660, value=65, text=F4)
Event(name=Note Duration, time=36660, value=0.287, text=0.287)
Event(name=Position, time=36660, value=3/16, text=36660)
Event(name=Note Velocity, time=36660, value=80, text=80)
Event(name=Note On, time=36660, value=53, text=F3)
Event(name=Note Duration, time=36660, value=0.748, text=0.748)
Event(name=Position, time=36720, value=4/16, text=36720)
Event(name=Note Velocity, time=36720, value=102, text=102)
Event(name=Note On, time=36720, value=58, text=A#3)
Event(name=Note Duration, time=36720, value=0.171, text=0.171)
Event(name=Position, time=36780, value=5/16, text=36780)
Event(name=Chord, time=36780, value=A#:maj, text=A#:maj)
Event(name=Position, time=36780, value=5/16, text=36780)
Event(name=Note Velocity, time=36780, value=115, text=115)
Event(name=Note On, time=36780, value=61, text=C#4)
Event(name=Note Duration, time=36780, value=0.279, text=0.279)
Event(name=Position, time=36780, value=5/16, text=36780)
Event(name=Note Velocity, time=36780, value=105, text=105)
Event(name=Note On, time=36780, value=61, text=C#4)
Event(name=Note Duration, time=36780, value=0.15, text=0.15)
Event(name=Position, time=36780, value=5/16, text=36780)
Event(name=Note Velocity, time=36780, value=111, text=111)
Event(name=Note On, time=36780, value=58, text=A#3)
Event(name=Note Duration, time=36780, value=0.217, text=0.217)
Event(name=Position, time=36780, value=5/16, text=36780)
Event(name=Note Velocity, time=36780, value=111, text=111)
Event(name=Note On, time=36780, value=65, text=F4)
Event(name=Note Duration, time=36780, value=0.24, text=0.24)
Event(name=Position, time=36900, value=7/16, text=36900)
Event(name=Note Velocity, time=36900, value=118, text=118)
Event(name=Note On, time=36900, value=66, text=F#4)
Event(name=Note Duration, time=36900, value=1.154, text=1.154)
Event(name=Position, time=36900, value=7/16, text=36900)
Event(name=Note Velocity, time=36900, value=111, text=111)
Event(name=Note On, time=36900, value=58, text=A#3)
Event(name=Note Duration, time=36900, value=1.033, text=1.033)
Event(name=Position, time=36900, value=7/16, text=36900)
Event(name=Note Velocity, time=36900, value=108, text=108)
Event(name=Note On, time=36900, value=63, text=D#4)
Event(name=Note Duration, time=36900, value=1.048, text=1.048)
Event(name=Position, time=37020, value=9/16, text=37020)
Event(name=Chord, time=37020, value=D#:min, text=D#:min)
Event(name=Position, time=37020, value=9/16, text=37020)
Event(name=Note Velocity, time=37020, value=114, text=114)
Event(name=Note On, time=37020, value=78, text=F#5)
Event(name=Note Duration, time=37020, value=0.106, text=0.106)
Event(name=Position, time=37020, value=9/16, text=37020)
Event(name=Note Velocity, time=37020, value=100, text=100)
Event(name=Note On, time=37020, value=51, text=D#3)
Event(name=Note Duration, time=37020, value=1.537, text=1.537)
Event(name=Position, time=37080, value=10/16, text=37080)
Event(name=Note Velocity, time=37080, value=108, text=108)
Event(name=Note On, time=37080, value=80, text=G#5)
Event(name=Note Duration, time=37080, value=0.144, text=0.144)
Event(name=Position, time=37140, value=11/16, text=37140)
Event(name=Note Velocity, time=37140, value=111, text=111)
Event(name=Note On, time=37140, value=82, text=A#5)
Event(name=Note Duration, time=37140, value=0.369, text=0.369)
Event(name=Position, time=37140, value=11/16, text=37140)
Event(name=Note Velocity, time=37140, value=94, text=94)
Event(name=Note On, time=37140, value=54, text=F#3)
Event(name=Note Duration, time=37140, value=0.998, text=0.998)
Event(name=Position, time=37260, value=13/16, text=37260)
Event(name=Note Velocity, time=37260, value=112, text=112)
Event(name=Note On, time=37260, value=61, text=C#4)
Event(name=Note Duration, time=37260, value=0.148, text=0.148)
Event(name=Position, time=37260, value=13/16, text=37260)
Event(name=Note Velocity, time=37260, value=117, text=117)
Event(name=Note On, time=37260, value=58, text=A#3)
Event(name=Note Duration, time=37260, value=0.256, text=0.256)
Event(name=Position, time=37260, value=13/16, text=37260)
Event(name=Note Velocity, time=37260, value=114, text=114)
Event(name=Note On, time=37260, value=63, text=D#4)
Event(name=Note Duration, time=37260, value=0.544, text=0.544)
Event(name=Position, time=37260, value=13/16, text=37260)
Event(name=Note Velocity, time=37260, value=108, text=108)
Event(name=Note On, time=37260, value=66, text=F#4)
Event(name=Note Duration, time=37260, value=0.602, text=0.602)
Event(name=Position, time=37320, value=14/16, text=37320)
Event(name=Note Velocity, time=37320, value=112, text=112)
Event(name=Note On, time=37320, value=63, text=D#4)
Event(name=Note Duration, time=37320, value=0.106, text=0.106)
Event(name=Position, time=37380, value=15/16, text=37380)
Event(name=Note Velocity, time=37380, value=115, text=115)
Event(name=Note On, time=37380, value=66, text=F#4)
Event(name=Note Duration, time=37380, value=0.11, text=0.11)
Event(name=Position, time=37380, value=15/16, text=37380)
Event(name=Note Velocity, time=37380, value=102, text=102)
Event(name=Note On, time=37380, value=58, text=A#3)
Event(name=Note Duration, time=37380, value=0.154, text=0.154)
Event(name=Position, time=37440, value=16/16, text=37440)
Event(name=Note Velocity, time=37440, value=112, text=112)
Event(name=Note On, time=37440, value=68, text=G#4)
Event(name=Note Duration, time=37440, value=0.135, text=0.135)
Event(name=Bar, time=37500, value=37500, text=40)
Event(name=Position, time=37500, value=1/16, text=37500)
Event(name=Chord, time=37500, value=B:maj, text=B:maj)
Event(name=Position, time=37500, value=1/16, text=37500)
Event(name=Note Velocity, time=37500, value=109, text=109)
Event(name=Note On, time=37500, value=70, text=A#4)
Event(name=Note Duration, time=37500, value=0.154, text=0.154)
Event(name=Position, time=37500, value=1/16, text=37500)
Event(name=Note Velocity, time=37500, value=96, text=96)
Event(name=Note On, time=37500, value=59, text=B3)
Event(name=Note Duration, time=37500, value=0.54, text=0.54)
Event(name=Position, time=37500, value=1/16, text=37500)
Event(name=Note Velocity, time=37500, value=102, text=102)
Event(name=Note On, time=37500, value=63, text=D#4)
Event(name=Note Duration, time=37500, value=0.558, text=0.558)
Event(name=Position, time=37500, value=1/16, text=37500)
Event(name=Note Velocity, time=37500, value=109, text=109)
Event(name=Note On, time=37500, value=47, text=B2)
Event(name=Note Duration, time=37500, value=1.123, text=1.123)
Event(name=Position, time=37620, value=3/16, text=37620)
Event(name=Note Velocity, time=37620, value=112, text=112)
Event(name=Note On, time=37620, value=66, text=F#4)
Event(name=Note Duration, time=37620, value=0.315, text=0.315)
Event(name=Position, time=37620, value=3/16, text=37620)
Event(name=Note Velocity, time=37620, value=76, text=76)
Event(name=Note On, time=37620, value=54, text=F#3)
Event(name=Note Duration, time=37620, value=0.64, text=0.64)
Event(name=Position, time=37680, value=4/16, text=37680)
Event(name=Note Velocity, time=37680, value=99, text=99)
Event(name=Note On, time=37680, value=59, text=B3)
Event(name=Note Duration, time=37680, value=0.19, text=0.19)
Event(name=Position, time=37740, value=5/16, text=37740)
Event(name=Chord, time=37740, value=F#:maj, text=F#:maj)
Event(name=Position, time=37740, value=5/16, text=37740)
Event(name=Note Velocity, time=37740, value=115, text=115)
Event(name=Note On, time=37740, value=63, text=D#4)
Event(name=Note Duration, time=37740, value=0.24, text=0.24)
Event(name=Position, time=37740, value=5/16, text=37740)
Event(name=Note Velocity, time=37740, value=92, text=92)
Event(name=Note On, time=37740, value=63, text=D#4)
Event(name=Note Duration, time=37740, value=0.162, text=0.162)
Event(name=Position, time=37740, value=5/16, text=37740)
Event(name=Note Velocity, time=37740, value=79, text=79)
Event(name=Note On, time=37740, value=59, text=B3)
Event(name=Note Duration, time=37740, value=0.19, text=0.19)
Event(name=Position, time=37740, value=5/16, text=37740)
Event(name=Note Velocity, time=37740, value=108, text=108)
Event(name=Note On, time=37740, value=66, text=F#4)
Event(name=Note Duration, time=37740, value=0.229, text=0.229)
Event(name=Position, time=37860, value=7/16, text=37860)
Event(name=Note Velocity, time=37860, value=115, text=115)
Event(name=Note On, time=37860, value=68, text=G#4)
Event(name=Note Duration, time=37860, value=0.729, text=0.729)
Event(name=Position, time=37860, value=7/16, text=37860)
Event(name=Note Velocity, time=37860, value=108, text=108)
Event(name=Note On, time=37860, value=65, text=F4)
Event(name=Note Duration, time=37860, value=1.069, text=1.069)
Event(name=Position, time=37860, value=7/16, text=37860)
Event(name=Note Velocity, time=37860, value=94, text=94)
Event(name=Note On, time=37860, value=61, text=C#4)
Event(name=Note Duration, time=37860, value=1.106, text=1.106)
Event(name=Position, time=37980, value=9/16, text=37980)
Event(name=Chord, time=37980, value=C#:maj, text=C#:maj)
Event(name=Position, time=37980, value=9/16, text=37980)
Event(name=Note Velocity, time=37980, value=108, text=108)
Event(name=Note On, time=37980, value=49, text=C#3)
Event(name=Note Duration, time=37980, value=1.321, text=1.321)
Event(name=Position, time=38100, value=11/16, text=38100)
Event(name=Note Velocity, time=38100, value=115, text=115)
Event(name=Note On, time=38100, value=61, text=C#4)
Event(name=Note Duration, time=38100, value=0.196, text=0.196)
Event(name=Position, time=38100, value=11/16, text=38100)
Event(name=Note Velocity, time=38100, value=66, text=66)
Event(name=Note On, time=38100, value=56, text=G#3)
Event(name=Note Duration, time=38100, value=0.652, text=0.652)
Event(name=Position, time=38220, value=13/16, text=38220)
Event(name=Note Velocity, time=38220, value=115, text=115)
Event(name=Note On, time=38220, value=68, text=G#4)
Event(name=Note Duration, time=38220, value=0.196, text=0.196)
Event(name=Position, time=38220, value=13/16, text=38220)
Event(name=Note Velocity, time=38220, value=117, text=117)
Event(name=Note On, time=38220, value=61, text=C#4)
Event(name=Note Duration, time=38220, value=0.256, text=0.256)
Event(name=Position, time=38220, value=13/16, text=38220)
Event(name=Note Velocity, time=38220, value=111, text=111)
Event(name=Note On, time=38220, value=68, text=G#4)
Event(name=Note Duration, time=38220, value=0.612, text=0.612)
Event(name=Position, time=38220, value=13/16, text=38220)
Event(name=Note Velocity, time=38220, value=111, text=111)
Event(name=Note On, time=38220, value=65, text=F4)
Event(name=Note Duration, time=38220, value=0.627, text=0.627)
Event(name=Position, time=38340, value=15/16, text=38340)
Event(name=Note Velocity, time=38340, value=118, text=118)
Event(name=Note On, time=38340, value=70, text=A#4)
Event(name=Note Duration, time=38340, value=1.831, text=1.831)
Event(name=Position, time=38340, value=15/16, text=38340)
Event(name=Note Velocity, time=38340, value=100, text=100)
Event(name=Note On, time=38340, value=61, text=C#4)
Event(name=Note Duration, time=38340, value=0.302, text=0.302)
Event(name=Bar, time=38460, value=38460, text=41)
Event(name=Position, time=38460, value=1/16, text=38460)
Event(name=Chord, time=38460, value=F#:maj, text=F#:maj)
Event(name=Position, time=38460, value=1/16, text=38460)
Event(name=Note Velocity, time=38460, value=100, text=100)
Event(name=Note On, time=38460, value=58, text=A#3)
Event(name=Note Duration, time=38460, value=0.602, text=0.602)
Event(name=Position, time=38460, value=1/16, text=38460)
Event(name=Note Velocity, time=38460, value=92, text=92)
Event(name=Note On, time=38460, value=54, text=F#3)
